ID;Genre;Senior;Enfants;Anciennete;Multi-lignes;Service Internet;Autres Services;Contrat;Facturation electronique;Partenaire;Mode de paiement;charges mensuelles;Charges totales;Desabonnement
6479;Femme;0;Non;60;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;110,8;6640,7;
6480;Femme;0;Non;1;Non;DSL;Oui;Mensuel;Oui;Non;Carte bancaire;55;55;
6482;Femme;0;Oui;5;Non;Fibre optique;Oui;Mensuel;Non;Oui;Carte bancaire;69,95;320,4;
6506;Homme;0;Oui;56;Non;DSL;Oui;Bisannuel;Oui;Oui;Virement bancaire;59,8;3457,45;
6513;Homme;0;Non;11;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;60,9;688,5;
6518;Femme;0;Oui;6;Non;DSL;Oui;Mensuel;Non;Oui;Cheque electronique;54,85;355,1;
6520;Homme;0;Oui;63;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Cheque electronique;91,35;5764,7;
6524;Femme;0;Non;15;Non;DSL;Non;Annuel;Non;Non;Cheque papier;45,9;693,45;
6542;Femme;0;Oui;19;Non;Non;Oui;Bisannuel;Non;Non;Cheque papier;20,5;398,55;
6544;Femme;0;Oui;62;Non;DSL;Oui;Annuel;Non;Oui;Carte bancaire;54,75;3425,35;
6547;Homme;0;Non;24;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;51,15;1275,7;
6550;Femme;0;Non;1;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;56,25;56,25;
6554;Femme;0;Oui;61;Non;DSL;Non;Bisannuel;Oui;Oui;Virement bancaire;61,45;3751,15;
6571;Femme;0;Non;4;Non;DSL;Non;Mensuel;Oui;Non;Cheque papier;29,15;110,05;
6572;Femme;0;Non;34;Non;DSL;Oui;Annuel;Non;Non;Cheque papier;55;1885,15;
6596;Homme;0;Non;71;Non;DSL;Oui;Bisannuel;Oui;Oui;Cheque electronique;82,55;5832,65;
6608;Homme;0;Oui;1;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;25,3;25,3;
6610;Homme;0;Non;1;Non;Non;Oui;Mensuel;Oui;Non;Cheque papier;20,1;20,1;
6616;Homme;0;Oui;9;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;50,1;484,05;
6617;Homme;0;Non;43;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;101,4;4528;
6620;Femme;0;Non;9;Non;Non;Oui;Mensuel;Non;Non;Virement bancaire;20,15;238,15;
6625;Homme;0;Oui;64;Non;DSL;Non;Bisannuel;Oui;Oui;Virement bancaire;60,05;3845,45;
6626;Femme;1;Non;12;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;91,3;1094,5;
6627;Homme;1;Non;6;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;95,75;573,75;
6634;Femme;0;Non;1;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;74,5;74,5;
6638;Homme;0;Non;69;Non;DSL;Oui;Annuel;Oui;Oui;Carte bancaire;53,65;3804,4;
6641;Homme;0;Oui;28;Non;DSL;Non;Annuel;Non;Oui;Cheque papier;50,8;1386,8;
6652;Femme;0;Non;29;Oui;DSL;Oui;Mensuel;Non;Non;Cheque papier;67,45;1801,1;
6654;Femme;0;Non;28;Non;DSL;Non;Mensuel;Oui;Non;Cheque papier;29,75;790,7;
6676;Femme;0;Non;36;Oui;DSL;Oui;Annuel;Oui;Non;Cheque papier;70,7;2511,95;
6680;Femme;0;Non;60;Non;DSL;Non;Bisannuel;Non;Oui;Virement bancaire;37,7;2288,7;
6683;Homme;0;Non;69;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Cheque papier;92,45;6460,55;
6684;Homme;0;Non;43;Non;DSL;Non;Annuel;Non;Non;Cheque electronique;44,15;1931,3;
6687;Homme;0;Non;72;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Carte bancaire;109,75;7758,9;
6698;Femme;0;Non;30;Oui;DSL;Oui;Annuel;Oui;Non;Carte bancaire;79,3;2427,1;
6706;Homme;0;Oui;22;Non;DSL;Oui;Mensuel;Oui;Oui;Cheque electronique;51,1;1232,9;
6713;Homme;0;Oui;28;Non;Fibre optique;Oui;Mensuel;Non;Oui;Cheque electronique;85,45;2289,9;
6715;Homme;0;Non;13;Oui;Fibre optique;Oui;Mensuel;Non;Non;Cheque electronique;100,75;1313,25;
6719;Homme;0;Non;3;Oui;Fibre optique;Oui;Mensuel;Non;Non;Cheque papier;75;209,1;
6730;Homme;0;Oui;68;Non;DSL;Oui;Bisannuel;Oui;Oui;Virement bancaire;72,95;4953,25;
6734;Homme;0;Non;27;Non;DSL;Oui;Mensuel;Non;Non;Cheque papier;50,35;1411,35;
6738;Femme;0;Non;63;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Virement bancaire;109,25;6841,4;
6761;Homme;0;Oui;4;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;49,4;184,4;
6762;Homme;0;Non;1;Non;Non;Oui;Mensuel;Oui;Non;Cheque papier;19,9;19,9;
6764;Homme;1;Oui;71;Oui;DSL;Oui;Annuel;Oui;Oui;Virement bancaire;72,9;5139,65;
6765;Femme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;69,2;69,2;
6804;Homme;0;Oui;43;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Carte bancaire;91,25;4013,8;
6811;Homme;0;Non;15;Non;DSL;Non;Mensuel;Oui;Non;Cheque electronique;29,7;438,25;
6812;Homme;0;Non;1;Non;DSL;Non;Mensuel;Oui;Oui;Cheque electronique;50,35;50,35;
6814;Femme;0;Non;64;Non;DSL;Non;Bisannuel;Non;Oui;Cheque electronique;47,85;3147,5;
6822;Femme;0;Non;18;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;99,85;1776,95;
6833;Femme;0;Oui;53;Non;Non;Oui;Bisannuel;Non;Oui;Cheque papier;20,9;1146,05;
6837;Homme;1;Non;6;Non;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;84,2;519,15;
6842;Homme;0;Non;5;Non;DSL;Oui;Mensuel;Oui;Non;Cheque papier;55,75;266,95;
6850;Homme;0;Oui;30;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Virement bancaire;83,55;2570,2;
6852;Homme;0;Oui;38;Oui;Fibre optique;Oui;Bisannuel;Oui;Oui;Virement bancaire;94,9;3616,25;
6855;Homme;0;Non;2;Non;Non;Oui;Mensuel;Non;Non;Cheque papier;20;32,7;
6864;Femme;0;Non;48;Oui;DSL;Oui;Annuel;Oui;Oui;Virement bancaire;60,6;2985,25;
6867;Homme;0;Non;1;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;95,45;95,45;
6871;Homme;0;Non;49;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Virement bancaire;74,6;3720,35;
6878;Femme;0;Non;1;Non;Fibre optique;Oui;Mensuel;Non;Non;Virement bancaire;69,7;69,7;
6897;Femme;0;Non;1;Non;DSL;Oui;Mensuel;Non;Non;Cheque papier;43,95;43,95;
6909;Homme;0;Oui;9;Non;DSL;Oui;Mensuel;Non;Non;Cheque electronique;55,35;449,75;
6913;Homme;0;Non;9;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;85,5;791,7;
6942;Femme;0;Oui;61;Non;DSL;Non;Annuel;Oui;Oui;Virement bancaire;50,7;3088,75;
6943;Homme;1;Non;68;Non;Non;Oui;Bisannuel;Oui;Non;Carte bancaire;20;1396;
6945;Homme;0;Non;3;Non;Non;Oui;Mensuel;Oui;Non;Cheque papier;19,1;53,05;
6956;Femme;0;Non;12;Non;DSL;Oui;Mensuel;Oui;Non;Cheque electronique;45,05;523,1;
6960;Femme;0;Non;38;Non;Fibre optique;Oui;Annuel;Oui;Non;Cheque papier;89,1;3342;
6973;Femme;1;Non;56;Oui;Fibre optique;Oui;Annuel;Oui;Non;Cheque electronique;111,95;6418,9;
6979;Femme;0;Oui;70;Oui;DSL;Oui;Bisannuel;Non;Oui;Cheque electronique;80,7;5617,95;
6985;Homme;0;Oui;31;Non;DSL;Non;Mensuel;Non;Non;Carte bancaire;25;789,2;
6986;Homme;0;Oui;37;Non;DSL;Non;Annuel;Oui;Oui;Cheque electronique;40,2;1525,35;
6987;Femme;0;Non;30;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Carte bancaire;94,1;2804,45;
6990;Femme;0;Oui;20;Oui;DSL;Oui;Annuel;Non;Oui;Virement bancaire;76;1588,75;
6999;Femme;0;Non;13;Non;Fibre optique;Oui;Mensuel;Oui;Non;Cheque electronique;80,5;1011,8;
7000;Homme;0;Non;3;Non;DSL;Non;Mensuel;Oui;Non;Cheque papier;35,45;106,85;
7007;Homme;0;Non;40;Oui;Fibre optique;Oui;Mensuel;Oui;Non;Carte bancaire;104,5;4036,85;
7011;Femme;1;Non;1;Oui;Fibre optique;Oui;Mensuel;Oui;Oui;Cheque electronique;74,45;74,45;
7027;Femme;0;Non;9;Non;DSL;Oui;Mensuel;Oui;Non;Virement bancaire;44,2;403,35;
7032;Homme;1;Non;55;Oui;DSL;Oui;Annuel;Non;Oui;Carte bancaire;60;3316,1;
7037;Femme;0;Non;12;Non;DSL;Non;Annuel;Non;Non;Cheque electronique;60,65;743,3;
7040;Femme;0;Oui;72;Oui;Fibre optique;Oui;Annuel;Oui;Oui;Carte bancaire;103,2;7362,9;
7043;Homme;0;Non;66;Non;Fibre optique;Oui;Bisannuel;Oui;Non;Virement bancaire;105,65;6844,5;
